Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids,Energy(Kcal),Protein(g),Total fat(g),Carbohydrates(g),Total Dietary Fibre(g),Vitamin A(µg),Vitamin D(µg),Viatmin K(µg),Vitamin E(mg),Calcium(mg),Phosphorus(mg),Magnesium(mg),Sodium(mg),Potassium(mg),Saturated Fatty Acids(mg),Monounsaturated Fatty Acids(mg),Polyunsaturated Fatty Acids(mg),Free sugar(g),Starch(g),Meal Time
Red Rice,"Cabbage Mallung, Sesame Seed Sambol, potatoe cheese Balls, Indian Fish Curry","Red Rice with Cabbage Mallung, Sesame Seed Sambol, potatoe cheese Balls, Indian Fish Curry","Red rice, Cabbage,  Coconut,  Spices, Sesame seed,  Chili,  Onion, cheese,  Potatoes,  pepper, Fish,  Coconut milk,  chillies","160.0, 120.0, 120.0, 80.0, 30.0, 15.0, 150.0, 50.0, 20.0, 60.0, 60.0, 10.0, 60.0","SLA009, SLD021, SLI006, SLK004, SLI023, SLK002,  SLD060, SLG002,  SLB006,  SLK018, SLF034, SLI005",4214.4,120.672,396.56,206.112,40.112,402.384,7.488,224.864,12.048,1286.112,2009.408,306.288,2290.656,2830.4,72865.744,8202.784,4205.248,12.848,125.456,Breakfast/Lunch/Dinner
Red Rice,"Thalapath Fish Curry, Bitter Leaf Curry, Breadfruit Chips, Coriander Sambol","Red Rice with Thalapath Fish Curry, Bitter Leaf Curry, Breadfruit Chips, Coriander Sambol","Red rice, Thalapath fish,  Coconut milk,  Spices, Bitter leaves,  Chillies, Breadfruit,  Oil,  Salt, Coriander,  Coconut,  pepper","160.0, 120.0, 150.0, 200.0, 75.0, 150.0, 50.0, 20.0, 60.0, 40.0, 30.0, 60.0","SLA009, SLF006, SLI006, SLK004, SLD013, SLI005, SLK002, SLJ002, SLK006, SLK018",4726.4,64.368,458.032,225.728,171.2,437.984,52.464,402.144,12.912,2022.672,1470.8,1127.744,155.984,7513.6,73029.056,24698.496,8531.968,16.608,189.728,Breakfast/Lunch/Dinner
Red Rice,"Beetroot Curry, Banana Blossom Curry, Bottle Gourd Curry, Polos Ambula","Red Rice with Beetroot Curry, Banana Blossom Curry, Bottle Gourd Curry, Polos Ambula","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Banana blossom, Bottle gourd,  Chillies, Jackfruit,  coconut milk,  chillies,  curry leaves","160.0, 120.0, 136.0, 180.0, 80.0, 15.0, 20.0, 100.0, 25.0, 10.0, 80.0, 30.0","SLA009, SLB001, SLI006, SLK004, SLE010, SLD015, SLI005, SLK002, SLD049, SLK009",2694.4,48.192,268.4,167.568,87.056,2293.248,219.296,516.864,12.288,1304.256,973.248,647.408,186.768,4118.4,70686.496,7027.616,4557.856,24.08,132.32,Breakfast/Lunch/Dinner
Red Rice,"Jackfruit Curry, Carrot Curry, Bean Curry, Sesame Seed Sambol","Red Rice with Jackfruit Curry, Carrot Curry, Bean Curry, Sesame Seed Sambol","Red rice, Jackfruit,  Coconut milk,  Spices, curry leaves, Carrot, Beans, Sesame seed,  Chili,  Onion","160.0, 120.0, 130.75, 270.0, 40.0, 15.0, 40.0, 40.0, 30.0, 50.0","SLA009, SLE024, SLI006, SLK004, SLK009, SLB002, , SLD060, SLI023, SLK002,  SLD060",3304,67.632,247.632,209.2,62.208,4274.096,216.544,942.944,6.832,1273.952,638.032,593.36,152.128,3248,1981.216,1185.056,3259.872,28.352,133.136,Breakfast/Lunch/Dinner
Red Rice,"Octopus Curry, Radish Sambol, Kochchi Sambol, Tender Jackfruit Fry","Red Rice with Octopus Curry, Radish Sambol, Kochchi Sambol, Tender Jackfruit Fry","Red rice, Octopus,  Coconut milk,  Chillies, Radish,  Coconut,  pepper, Green chili, Jackfruit,  Oil","160.0, 120.0, 120.0, 200.0, 75.0, 40.0, 180.0, 60.0, 10.0, 30.0","SLA009, SLF042,  SLI005, SLK002, SLB007, SLI005, SLK018, SLD049, SLJ002",3067.2,73.584,272.656,222.176,105.936,357.056,60.592,383.056,12.496,970.88,1233.744,639.824,489.888,5968,71817.296,7787.68,5882.576,17.472,180.816,Breakfast/Lunch/Dinner
Red Rice,"Fish Ambul Thiyal, Dhal Curry, Jackfruit Curry, Carrot Curry","Red Rice with Fish Ambul Thiyal, Dhal Curry, Jackfruit Curry, Carrot Curry","Red rice, Fish,  Goraka,  Spices, Dhal,  Coconut milk, Termeric powder, Jackfruit, curry leaves, Carrot","160.0, 120.0, 120.0, 230.0, 1.5, 110.0, 60.0, 10.0, 10.0, 0.25","SLA009, SLF006, SLE027, SLK004, SLC001, SLI006, SLK019, SLE024, SLK009, SLB002, ",3315.2,76.688,183.792,326.432,106,4271.264,232.672,503.632,9.008,1478.352,1475.456,982.944,195.888,7675.2,5454.8,3209.232,10021.808,33.248,261.168,Breakfast/Lunch/Dinner
Red Rice,"Mango Curry, Vegetable Balls, Maalu Badun, Chickpea Salad","Red Rice with Mango Curry, Vegetable Balls, Maalu Badun, Chickpea Salad","Red rice, Mango,  Coconut milk,  Spices, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Fish,  Oil, Chickpeas,  Carrot,  Cabbage","160.0, 120.0, 120.0, 200.0, 75.0, 30.0, 90.0, 150.0, 30.0, 180.0, 30.0, 60.0, 30.0, 30.0","SLA009, SLE030, SLI006, SLK004, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLF035, SLJ002, SLI013, SLD021",4046.4,72.064,331.376,192.096,18.736,2288.896,7.728,229.76,1.808,182.672,905.728,169.008,204.608,1910.4,2695.872,1732.144,2648.88,26.336,124.336,Breakfast/Lunch/Dinner
Red Rice,"Banana Blossom Curry, Ulundu Wade, Seeni Sambol, Dhal Vade, Polos Ambula","Red Rice with Banana Blossom Curry, Ulundu Wade, Seeni Sambol, Dhal Vade, Polos Ambula","Red rice, Banana blossom,  Coconut milk,  Spices, Urad,  flour,  Oil, Onion,  Sugar,  chillii, Lentils,  chillie, Jackfruit,  coconut milk,  chillies,  curry leaves","200.0, 150.0, 150.0, 100.0, 40.0, 20.0, 220.0, 120.0, 60.0, 150.0, 10.0, 10.0, 15.0, 30.0, 80.0, 30.0","SLA009, SLE010, SLI006, SLK004, SLI020,  SLA08,  SLJ002, SLK016, SLC009, SLK002, SLJ002, SLD049, SLI005, SLK009",6424,149.26,539.44,422.32,176.58,2856.44,275.22,644.02,15.48,1635.14,1721,851.48,110.7,5866,88574.2,8980,6115.08,24.62,248.66,Breakfast/Lunch/Dinner
Red Rice,"Bitter Leaf Curry, Mustard Greens Curry, Ulundu Wade, Cauliflower Pickle, Kappa Masala","Red Rice with Bitter Leaf Curry, Mustard Greens Curry, Ulundu Wade, Cauliflower Pickle, Kappa Masala","Red rice, Bitter leaves,  Coconut milk,  Chillies, Mustard greens, Urad,  flour,  Oil, Cauliflower,  Garlic, Cassava,  Coconut","200.0, 150.0, 190.0, 450.0, 100.0, 75.0, 30.0, 130.0, 80.0, 200.0, 50.0, 20.0","SLA009, SLD013, SLI005, SLK002, SLI025,  SLI005,  SLK002, SLI020,  SLA08,  SLJ002, SLD031, SLJ002, SLK011, SLI014",4522,113.66,338.24,441.7,134.04,212.76,19,101.12,11.82,274.52,1355.3,496.86,186.96,4908,88207.18,8668.38,4792.68,26.12,188.9,Breakfast/Lunch/Dinner
Red Rice,"Fish Ambul Thiyal, Chicken Curry, Drumstick Curry, Mango Curry, Sweet Corn Curry","Red Rice with Fish Ambul Thiyal, Chicken Curry, Drumstick Curry, Mango Curry, Sweet Corn Curry","Red rice, Fish,  Goraka,  Spices, Chicken,  Coconut milk, Drumstick, Mango, Sweet corn,  Chillies","200.0, 150.0, 150.0, 610.0, 2.0, 75.0, 30.0, 40.0, 25.0, 50.0","SLA009, SLF006, SLE027, SLK004, SLH006, SLI006, SLD041, SLE030, SLD037,  SLI005 , SLK002",3324,80.34,229.8,227.34,45.52,443.7,75.8,989.68,2.18,349.52,1010.04,333.98,121.24,3500,4349.12,4482.26,4798.32,28,165.28,Breakfast/Lunch/Dinner
Red Rice,"Bathala Curry, Okra Curry, Sinhala Achcharu, Maalu Badun, Polos Ambula","Red Rice with Bathala Curry, Okra Curry, Sinhala Achcharu, Maalu Badun, Polos Ambula","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Okra,  Chillies, Carrot,  onion,  green chillies,  Vinegar, Fish,  Oil, Jackfruit,  coconut milk,  chillies,  curry leaves","200.0, 150.0, 162.0, 150.0, 50.0, 20.0, 200.0, 75.0, 30.0, 90.0, 105.0, 30.0, 20.0, 90.0, 15.0, 80.0, 30.0","SLA009, SLB010, SLI006, SLK004, SLK009, SLD053,  SLI005, SLK002, SLB002, SLD060, SLI017, SLF035, SLJ002, SLD049, SLI005",5734,116.46,540.24,268.08,132.7,5396.14,306.94,1283.9,21.28,1940.34,2015.06,1115.78,407.7,7374,90389.4,9431.78,7844.66,37.16,206.94,Breakfast/Lunch/Dinner
Red Rice,"Chicken Curry, Mustard Greens Curry, potatoe cheese Balls, Jaffna Crab Curry, Kiri Hodi","Red Rice with Chicken Curry, Mustard Greens Curry, potatoe cheese Balls, Jaffna Crab Curry, Kiri Hodi","Red rice, Chicken,  Coconut milk,  Spices, Mustard greens,  Chillies, cheese,  Potatoes,  pepper, Crab, Coconut milk","200.0, 150.0, 190.0, 200.0, 40.0, 300.0, 75.0, 30.0, 90.0, 120.0, 25.0","SLA009, SLH006, SLI006, SLK004, SLI025,  SLI005,  SLK002, SLG002,  SLB006,  SLK018, SLF045, SLK002, SLI005",4376,148,409.06,216.32,46.12,502.74,11.86,122.64,16.36,1836.08,2683.66,432.26,3321.96,3442,89354.38,10674.8,5094.54,15.22,154.82,Breakfast/Lunch/Dinner
Red Rice,"Parippu, Bathala Curry, Devilled Fish, Bean Curry, Indian Fish Curry","Red Rice with Parippu, Bathala Curry, Devilled Fish, Bean Curry, Indian Fish Curry","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Sweet potato, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Beans,  chillies","200.0, 150.0, 221.0, 230.0, 50.0, 20.0, 40.0, 55.0, 9.0, 150.0, 30.0, 15.0, 0.5, 60.0","SLA009, SLC001, SLI006, SLK004, SLK019, SLB010, SLK009, SLF006, SLD060, SLF034, SLI005, SLK002",4930,148.28,362.88,439.26,174.88,2958.78,305.82,1171.02,28.54,2014.56,2819.36,1611.84,440.66,12336,96276.18,12856.86,15618.12,29.3,368.74,Breakfast/Lunch/Dinner
Red Rice,"Kohila Curry, Seer Fish Curry, Dry Fish Curry, Polos Mallum, Batu Moju","Red Rice with Kohila Curry, Seer Fish Curry, Dry Fish Curry, Polos Mallum, Batu Moju","Red rice, Kohila,  Coconut milk,  Chillies, Seer fish, Dry fish, Jackfruit,  Coconut,  oil, Eggplant,  garlic","200.0, 150.0, 220.0, 600.0, 100.0, 75.0, 50.0, 20.0, 100.0, 30.0, 5.0","SLA009, SLB004,  SLI005, SLK002, SLF025, SLF020,  SLK002, SLE024, SLI005, SLJ002, SLD019, SLK011",4092,144.36,348.78,274.14,78.32,328.68,19.76,123.54,16.74,1236.28,2012.8,672.4,349.42,6828,95220.14,11996.84,7974.08,51.86,199.72,Breakfast/Lunch/Dinner
Red Rice,"Pol Sambol, Devilled Fish, Bitter Gourd Salad, Papaya Curry, Murukku","Red Rice with Pol Sambol, Devilled Fish, Bitter Gourd Salad, Papaya Curry, Murukku","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Fish,  Curry leaves, salt, Onion, Bitter gourd,  Coconut, Papaya,  Coconut milk,  Spices, flour","200.0, 150.0, 170.0, 200.0, 25.0, 200.0, 40.0, 1.0, 80.0, 150.0, 75.0, 30.0, 50.0, 20.0, 50.0, 20.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLF006, SLI006, SLD060, SLD013, SLE038, SLA08,  SLK002",3506,53.92,333.72,253.62,73.36,453.02,16.78,565.24,14.5,305.96,1196.76,530.4,134.36,4400,88412.74,8699.3,4420.42,37.4,186.24,Breakfast/Lunch/Dinner
Red Rice,"Carrot Curry, Octopus Curry, Egg Curry, Carrot curry, Batu Moju","Red Rice with Carrot Curry, Octopus Curry, Egg Curry, Carrot curry, Batu Moju","Red rice, Carrot,  Coconut milk,  Spices, Octopus,  Chillies, Egg,  chillies, curry leaves, Eggplant,  garlic","200.0, 200.0, 220.0, 250.0, 80.0, 350.0, 75.0, 100.0, 40.0, 10.0, 5.0","SLA009, SLB002, SLI006, SLK004, , SLF042,  SLI005, SLK002, SLH001, SLI005, SLK009, SLD019, SLK011",4096,124.7,364.26,252.2,110.34,5852.32,278.76,792.18,21.22,1744.94,2023.42,897.52,987.24,5958,96748.6,19025.44,10226.8,35.02,196.76,Breakfast/Lunch/Dinner
Red Rice,"Cuttlefish Curry, Capsicum Curry, Tapioca Chips, potatoe cheese Balls, Spicy Crab","Red Rice with Cuttlefish Curry, Capsicum Curry, Tapioca Chips, potatoe cheese Balls, Spicy Crab","Red rice, Cuttlefish,  Coconut milk,  Spices, Capsicum,  Chillies, Tapioca,  Oil,  Salt,  chillies, cheese,  Potatoes,  pepper, Crab","200.0, 150.0, 190.0, 250.0, 100.0, 200.0, 75.0, 40.0, 150.0, 130.0, 20.0, 20.0, 60.0, 60.0","SLA009, SLF019, SLI006, SLK004, SLF045,  SLI005, SLK002, SLB011,  SLJ002,  SLK002, SLG002,  SLB006,  SLK018, SLJ002",5598,115.26,469.54,224.18,24.34,513.04,12.12,58.88,5.84,1792.8,2325.46,328.3,3381.72,2666,4365.52,2789.82,4122.32,6.74,185.3,Breakfast/Lunch/Dinner
Red Rice,"Gotu Kola Sambol, Devilled Fish, Ala Badun, Breadfruit Chips, Garlic curry","Red Rice with Gotu Kola Sambol, Devilled Fish, Ala Badun, Breadfruit Chips, Garlic curry","Red rice, Gotu Kola,  Coconut,  Onion, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, onion, chilli, Breadfruit, Garlic,  Coconut milk,  chillies,  curry leaves ","200.0, 150.0, 150.0, 50.0, 60.0, 60.0, 200.0, 40.0, 20.0, 0.75, 140.0, 180.0, 90.0, 90.0, 60.0, 50.0, 20.0, 10.0, 5.0","SLA009, SLD048, SLI006, SLD060, SLF006, SLK004, SLB006, SLJ002, SLK011, SLI005, SLK002, SLK009",5506,72.96,536.46,273.88,119.18,3306.32,270.52,1576.32,20.24,1789.96,1471.96,994.62,239.32,6910,88921.84,8782.16,6234.92,29.2,219.32,Breakfast/Lunch/Dinner
Red Rice,"Cuttlefish Curry, Cashew Curry, Leeks Curry, Fish Patties, Simmered Fish Roe","Red Rice with Cuttlefish Curry, Cashew Curry, Leeks Curry, Fish Patties, Simmered Fish Roe","Red rice, Cuttlefish,  Coconut milk,  Spices, Cashew,  Chillies, Leeks, Fish,  Flour,  Oil,  flour,  egg","200.0, 150.0, 220.0, 250.0, 100.0, 350.0, 75.0, 80.0, 20.0, 110.0, 70.0, 30.0","SLA009, SLF019, SLI006, SLK004, SLI004,  SLI005, SLK002, SLD055, SLF036,  SLF034,  SLJ002, SLF054, SLA018, SLH001",5860,306.66,345.04,375.74,33.18,641.08,38.2,250.14,10.22,460.78,3902.92,1178.26,21777.16,6422,33530.36,72660.26,26212.54,13.7,344.72,Breakfast/Lunch/Dinner
Red Rice,"Pol Sambol, Gotu Kola Sambol, Chicken Curry, Sinhala Achcharu, Spicy Crab","Red Rice with Pol Sambol, Gotu Kola Sambol, Chicken Curry, Sinhala Achcharu, Spicy Crab","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Gotu Kola,  Coconut, Chicken,  Coconut milk,  Spices, Carrot,  onion,  green chillies,  Vinegar, Crab,  Oil","200.0, 150.0, 150.0, 220.0, 25.0, 40.0, 60.0, 60.0, 30.0, 15.0, 60.0, 70.0, 30.0, 20.0, 70.0, 20.0, 10.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLD048, SLI006, SLD060, SLH006, SLB002, SLK002, SLI017, SLF045, SLJ002",5868,123.96,555.88,262.48,87.98,3039.6,26.64,1141.76,22,942.58,1974.46,755.24,968.12,6470,90665.08,10904.04,7056.92,39,193.12,Breakfast/Lunch/Dinner
Red Rice,"Bathala Curry, Bitter Gourd Salad, Beef Curry, Pineapple Pickle, Beetroot curry","Red Rice with Bathala Curry, Bitter Gourd Salad, Beef Curry, Pineapple Pickle, Beetroot curry","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Bitter gourd,  Coconut,  Onion, Beef,  Chillies, Pineapple,  pepper,  salt, Beetroot,  chillies","200.0, 150.0, 185.0, 150.0, 80.0, 20.0, 12.0, 200.0, 75.0, 180.0, 50.0, 20.0, 100.0, 10.0, 70.0","SLA009, SLB010, SLI006, SLK004, SLK009, SLD013, SLH016,  SLI005, SLK002, SLE041,  SLK018, SLB001, SLI005",3946,107.94,350.88,268.96,112.26,2987.04,478.54,667.58,16.12,1657.12,1741.24,928.04,414.86,6488,94869.02,15345.78,6831.64,50.36,205.44,Breakfast/Lunch/Dinner
Red Rice,"Seer Fish Curry, Prawn Curry, Fish Cutlets, potatoe cheese Balls, Polos Ambula","Red Rice with Seer Fish Curry, Prawn Curry, Fish Cutlets, potatoe cheese Balls, Polos Ambula","Red rice, Seer fish,  Coconut milk,  Chillies, Prawn, Fish,  Potatoes, cheese,  pepper, Jackfruit,  coconut milk,  chillies,  curry leaves","200.0, 150.0, 190.0, 540.0, 100.0, 75.0, 50.0, 100.0, 60.0, 60.0, 10.0, 80.0, 30.0","SLA009, SLF025,  SLI005, SLK002, SLF043, SLF034,  SLB006,  SLK002, SLG002,  SLK018, SLD049, SLI005, SLK009",2856,204.6,209.68,219.5,97.6,3445.44,282.02,645.28,25.9,3020.68,3621,945.32,3315.56,6136,96131.76,12676.54,9408,20.6,160.78,Breakfast/Lunch/Dinner
Red Rice,"Carrot Curry, Jaffna Crab Curry, Cauliflower Pickle, Simmered Fish Roe, Jackfruit Mallum","Red Rice with Carrot Curry, Jaffna Crab Curry, Cauliflower Pickle, Simmered Fish Roe, Jackfruit Mallum","Red rice, Carrot,  Coconut milk,  Spices, Crab,  Chillies, Cauliflower,  Oil,  Garlic, Fish,  flour,  egg, Jackfruit,  Coconut","200.0, 150.0, 170.0, 250.0, 80.0, 200.0, 75.0, 70.0, 300.0, 100.0, 140.0, 60.0, 20.0, 10.0","SLA009, SLB002, SLI006, SLK004, , SLF045,  SLI005, SLK002, SLD031, SLJ002, SLK011, SLF054, SLA018, SLH001, SLD049, SLI005",7066,249.86,576.04,398.22,94.4,3034.82,54.28,302.16,21.74,980.16,3186.18,924.32,22396.34,7778,101773.02,22218.84,12493.34,40.3,331.98,Breakfast/Lunch/Dinner
Red Rice,"Polos Curry, Bitter Gourd Curry, Fish Patties, Vegetable Balls, Garlic curry","Red Rice with Polos Curry, Bitter Gourd Curry, Fish Patties, Vegetable Balls, Garlic curry","Red rice, Jackfruit,  Coconut milk,  Spices, curry leaves, Bitter gourd, Fish,  Flour,  Oil, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Garlic,  chillies,  curry leaves ","200.0, 150.0, 171.0, 275.0, 50.0, 20.0, 75.0, 30.0, 120.0, 60.0, 60.0, 60.0, 100.0, 20.0, 50.0, 10.0, 5.0","SLA009, SLE024, SLI006, SLK004, SLK009, SLD013, SLF036,  SLF034,  SLJ002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLK011, SLI005, SLK002",3914,118.12,338.38,275.18,117.28,5494.8,272.32,660.56,16.02,1682.6,1836.76,924.44,281.68,6570,89543.52,9169.4,6607.4,57.22,197.28,Breakfast/Lunch/Dinner
Red Rice,"Chicken Curry, Fish Patties, Kochchi Sambol, Batu Moju, Kappa Masala","Red Rice with Chicken Curry, Fish Patties, Kochchi Sambol, Batu Moju, Kappa Masala","Red rice, Chicken,  Coconut milk,  Spices, Fish,  Flour,  Oil, Green chili,  Coconut, Eggplant,  garlic, Cassava","200.0, 150.0, 150.0, 200.0, 40.0, 20.0, 160.0, 90.0, 105.0, 20.0, 60.0, 70.0","SLA009, SLH006, SLI006, SLK004, SLF036,  SLF034,  SLJ002, SLK002, SLI005, SLD019, SLK011, SLI014",4286,144.56,354.36,312.3,68.62,204.1,16.02,159.46,12.6,260.18,1995.28,516.6,204.4,5350,90247.1,10937.16,5874.8,27.32,188.44,Breakfast/Lunch/Dinner
Red Rice,"Papaya Curry, Green Banana Curry, Radish Sambol, Maalu Badun, Indian Fish Curry","Red Rice with Papaya Curry, Green Banana Curry, Radish Sambol, Maalu Badun, Indian Fish Curry","Red rice, Papaya,  Coconut milk,  Spices, Green banana,  Chillies, Radish,  Coconut,  pepper, Fish,  Oil,  chillies","200.0, 150.0, 205.0, 250.0, 100.0, 200.0, 75.0, 30.0, 180.0, 150.0, 10.0, 60.0","SLA009, SLE038, SLI006, SLK004, SLE005,  SLI005, SLK002, SLB007, SLI005, SLK018, SLF035, SLJ002, SLF034",6128,146.1,550.04,328.46,128.38,813.82,65.26,470.12,20.22,1253.48,2292.58,848.4,441.44,9004,94839.56,11946.32,9451.92,64.76,230.26,Breakfast/Lunch/Dinner
Red Rice,"Gotu Kola Sambol, Ginger Chicken, Shrimp Cutlets, Spicy Crab, Sprats Fry","Red Rice with Gotu Kola Sambol, Ginger Chicken, Shrimp Cutlets, Spicy Crab, Sprats Fry","Red rice, Gotu Kola,  Coconut,  Onion, Chicken,  Ginger,  Chillies, Shrimp,  Potatoes,  flour, Crab,  Oil,  chillies, Dried fish","200.0, 150.0, 150.0, 50.0, 60.0, 60.0, 240.0, 75.0, 30.0, 90.0, 100.0, 50.0, 140.0, 20.0","SLA009, SLD048, SLI006, SLD060, SLH006, SLK012, SLK002, SLI015, SLB006, SLA018, SLF045, SLJ002, SLF019",4480,202.14,236.14,375.82,55.48,713.82,39.7,1160.2,11.9,1015,2509.74,805.08,976.16,6668,6823.08,5046,6982.12,20.98,331.96,Breakfast/Lunch/Dinner
Red Rice,"Drumstick Curry, Lotus Root Curry, Leeks Curry, Kochchi Sambol, Tropical Salad","Red Rice with Drumstick Curry, Lotus Root Curry, Leeks Curry, Kochchi Sambol, Tropical Salad","Red rice, Drumstick,  Coconut milk,  Spices, Lotus root,  Chillies, Leeks, Green chili,  Coconut, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","200.0, 150.0, 200.0, 250.0, 80.0, 350.0, 75.0, 50.0, 20.0, 10.0, 30.0, 30.0, 20.0, 30.0","SLA009, SLD041, SLI006, SLK004, SLB005,  SLI005, SLK002, SLD055, SLI005, SLD058, SLE001, SLB002, SLE041, SLD038",3772,55.64,338.12,305.94,105.24,2642.18,251.12,1045,16.4,501.2,1403.64,564.7,345.84,6642,89243.2,9121.66,6752.48,69.26,205.12,Breakfast/Lunch/Dinner
Red Rice,"Eggplant Curry, Devilled Chicken, Green Gram Curry, Green Pea Curry, Beetroot curry","Red Rice with Eggplant Curry, Devilled Chicken, Green Gram Curry, Green Pea Curry, Beetroot curry","Red rice, Eggplant,  Spices,  Coconut milk, Chicken,  Chili,  Curry leaves, salt, Onion, Green gram, Green pea,  Chillies, Beetroot,  chillies, curry leaves","200.0, 150.0, 300.0, 240.0, 8.0, 40.0, 200.0, 40.0, 20.0, 0.75, 50.0, 100.0, 25.0, 70.0, 30.0","SLA009, SLD017, SLK004, SLI005, , SLH006, SLI006, SLD060, SLC006, SLC007,  SLI005, SLK002, SLB001, SLK009",4284,149.28,355.38,299.5,134.7,2910.12,274.16,1224.22,19.9,1817,2221.18,1218.08,343.34,7766,90434.3,10725.16,7514.38,27.34,256.16,Breakfast/Lunch/Dinner
Red Rice,"Gotu Kola Sambol, Brinjal Moju, Pumpkin Leaves Curry, Vegetable Balls, Carrot Sambol","Red Rice with Gotu Kola Sambol, Brinjal Moju, Pumpkin Leaves Curry, Vegetable Balls, Carrot Sambol","Red rice, Gotu Kola,  Coconut,  Onion, Eggplant,  Vinegar,  Spices, Pumpkin leaves,  Coconut milk,  Chillies, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","200.0, 150.0, 160.0, 50.0, 60.0, 60.0, 120.0, 120.0, 90.0, 150.0, 100.0, 20.0, 60.0, 100.0, 25.0","SLA009, SLD048, SLI006, SLD060, SLD019,  SLI017,  SLK004, SLI026,  SLI005, SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018",1050,38.12,9.54,200.04,53.48,3054.32,21.1,1091.08,6.26,406.2,742.02,429.36,246.14,3602,2165.44,1358.98,3645.58,13.38,163.98,Breakfast/Lunch/Dinner
Red Rice,"Lotus Root Curry, Pumpkin Leaves Curry, Coriander Sambol, Sinhala Achcharu, Jaffna Crab Curry","Red Rice with Lotus Root Curry, Pumpkin Leaves Curry, Coriander Sambol, Sinhala Achcharu, Jaffna Crab Curry","Red rice, Lotus root,  Coconut milk,  Chillies, Pumpkin leaves, Coriander,  Coconut,  pepper, Carrot,  onion,  green chillies,  Vinegar, Crab","200.0, 150.0, 200.0, 500.0, 100.0, 75.0, 30.0, 180.0, 60.0, 10.0, 60.0, 70.0, 15.0","SLA009, SLB005,  SLI005, SLK002, SLI026, SLK006, SLI005, SLK018, SLB002, SLD060, SLI017, SLF045",2712,113.42,177.26,327.96,235,2933.98,75.44,1160.24,26.18,3081.1,2345.14,1658.36,958.74,11646,91693.74,31183.46,12373.58,28.58,266.56,Breakfast/Lunch/Dinner
Red Rice,"Green Pea Curry, Fish Patties, Mustard Greens Curry, Vegetable Balls, Maalu Badun","Red Rice with Green Pea Curry, Fish Patties, Mustard Greens Curry, Vegetable Balls, Maalu Badun","Red rice, Green pea,  Coconut milk,  Chillies, Fish,  Flour,  Oil, Mustard greens, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","200.0, 150.0, 240.0, 400.0, 190.0, 40.0, 175.0, 90.0, 50.0, 20.0, 60.0, 100.0, 20.0","SLA009, SLC007,  SLI005, SLK002, SLF036,  SLF034,  SLJ002, SLI025,  SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLF035, SLJ002",3720,164.84,214.44,278.3,58.18,2670.64,26.48,138.02,3.24,335.72,2254.92,576.36,288.58,5110,4401.66,2275.64,5748.54,10.08,247.22,Breakfast/Lunch/Dinner
Red Rice,"Elumas Curry, Green Banana Curry, Octopus Curry, Prawn Curry, Sprats Fry","Red Rice with Elumas Curry, Green Banana Curry, Octopus Curry, Prawn Curry, Sprats Fry","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Green banana,  Chillies, Octopus, Prawn, Dried fish,  Oil","200.0, 150.0, 208.0, 250.0, 100.0, 20.0, 490.0, 75.0, 50.0, 25.0, 10.0","SLA009, SLH018, SLI006, SLK004, SLK009, SLE005,  SLI005, SLK002, SLF042, SLF043, SLF019, SLJ002",5214,129.64,419.14,218.44,55.92,2956.22,267.7,611.32,13.58,1563.84,1627.16,800.04,1023.84,4382,6244.32,3130.74,6577.08,42.58,165.02,Breakfast/Lunch/Dinner
Red Rice,"Gotu Kola Sambol, Snake Gourd Curry, Cuttlefish Curry, Papaya Curry, Mango Chutney","Red Rice with Gotu Kola Sambol, Snake Gourd Curry, Cuttlefish Curry, Papaya Curry, Mango Chutney","Red rice, Gotu Kola,  Coconut,  Onion, Snake gourd,  Coconut milk,  Spices, Cuttlefish, Papaya, Mango,  Vinegar,  sugar","200.0, 150.0, 150.0, 50.0, 60.0, 110.0, 450.0, 75.0, 50.0, 25.0, 10.0, 40.0","SLA009, SLD048, SLI006, SLD060, SLD077, SLK004, SLF019, SLE038, SLE030, SLI017, SLI011",3768,58.42,213.42,394.14,43.54,1174.34,9.5,1007.16,5.52,402.56,926.58,436.86,289.68,3278,4650.36,2989.26,3855.3,227.26,156.94,Breakfast/Lunch/Dinner
