Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Red Rice,"Mango Curry, Prawn Curry, Tapioca Chips, Kiri Hodi, Maalu Badun","Red Rice with Mango Curry, Prawn Curry, Tapioca Chips, Kiri Hodi, Maalu Badun","Red rice, Mango,  Coconut milk,  Spices, Prawn,  Coconut milk,  Chillies, Tapioca,  Oil,  Salt, Fish,  Oil","40, 50.0, 85.0, 10.0, 50.0, 25.0, 10.0, 50.0, 20.0, 10.0, 90.0, 15.0","SLA009, SLE030, SLI005, SLK006, SLF043,  SLI005, SLK002, SLB011,  SLJ002,  SLK002, SLF035, SLJ002"
Red Rice,"Gotu Kola Sambol, Malu Mirisata, Green Banana Curry, Kochchi Sambol, Beetroot curry","Red Rice with Gotu Kola Sambol, Malu Mirisata, Green Banana Curry, Kochchi Sambol, Beetroot curry","Red rice, Gotu Kola,  Coconut,  Onion, Fish,  Chili,  curry leaves, Green banana,  Coconut milk, Beetroot","40, 10.0, 75.0, 15.0, 50.0, 40.0, 13.0, 50.0, 25.0, 70.0","SLA009, SLD048, SLI005, SLD060, SLF013, SLK002, SLK009, SLD065,  SLI005, SLB001"
Red Rice,"Snake Gourd Curry, Bitter Gourd Salad, Chickpea Curry, Fenugreek Curry, Maalu Badun","Red Rice with Snake Gourd Curry, Bitter Gourd Salad, Chickpea Curry, Fenugreek Curry, Maalu Badun","Red rice, Snake gourd,  Coconut milk,  Spices, Bitter gourd,  Onion, Chickpea,  Chillies, Fenugreek,  Coconut milk,  Chillies, Fish,  Oil","40, 50.0, 75.0, 10.0, 50.0, 10.0, 50.0, 10.0, 50.0, 25.0, 10.0, 90.0, 15.0","SLA009, SLD077, SLI005, SLK006, SLD013, SLI006, SLI013, SLK004, SLK010,  SLI005, SLK002, SLF035, SLJ002"
Red Rice,"Potato Curry, Sesame Seed Sambol, Coriander Sambol, Kiri Hodi, Polos Ambula","Red Rice with Potato Curry, Sesame Seed Sambol, Coriander Sambol, Kiri Hodi, Polos Ambula","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Sesame seed,  Chili,  Onion,  pepper, Jackfruit","40, 20.0, 150.0, 70.0, 15.0, 2.0, 50.0, 35.0, 10.0, 5.0, 80.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLI023, SLK002,  SLD060, SLK018, SLD049"
Red Rice,"Cashew Curry, Seer Fish Curry, Vegetable Balls, Kappa Masala, Sprats Fry","Red Rice with Cashew Curry, Seer Fish Curry, Vegetable Balls, Kappa Masala, Sprats Fry","Red rice, Cashew,  Coconut milk,  Chillies, Seer fish, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Cassava,  Coconut, Dried fish,  Oil","40, 50.0, 50.0, 30.0, 50.0, 30.0, 50.0, 10.0, 60.0, 25.0, 40.0, 20.0","SLA009, SLI004,  SLI005, SLK002, SLF025, SLB002,  SLD055,  SLD049, SLI014, SLI005, SLF019, SLJ002"
Red Rice,"Jackfruit Curry, Gotu Kola Sambol, Cuttlefish Curry, Bitter Leaf Curry, Radish Sambol","Red Rice with Jackfruit Curry, Gotu Kola Sambol, Cuttlefish Curry, Bitter Leaf Curry, Radish Sambol","Red rice, Jackfruit,  Coconut milk, curry leaves, Gotu Kola,  Onion, Cuttlefish,  Spices, Bitter leaves,  Chillies, Radish,  pepper","40, 15.0, 105.0, 5.0, 10.0, 15.0, 50.0, 10.0, 50.0, 10.0, 60.0, 5.0","SLA009, SLD049, SLI005, SLK009, SLD048, SLD060, SLK007, SLK006, SLD013, SLK002, SLB007, SLK018"
Red Rice,"Soya Meat Curry, Dry Fish Curry, Vegetable Cutlets, Pumpkin curry, Chickpea Salad","Red Rice with Soya Meat Curry, Dry Fish Curry, Vegetable Cutlets, Pumpkin curry, Chickpea Salad","Red rice, Soya meat,  Coconut milk,  Chillies, Dry fish,  Coconut milk,  Chillies, Carrot,  Potatoes, Pumpkin,  chillies, curry leaves, Chickpeas,  Cabbage","40, 50.0, 45.0, 10.0, 50.0, 25.0, 20.0, 60.0, 40.0, 60.0, 10.0, 5.0, 60.0, 30.0","SLA009, SLK008, SLI005, SLK004, SLF020,  SLI005,  SLK002, SLB002,  SLB006, SLD071, SLK002, SLK009, SLI013, SLD021"
Red Rice,"Bitter Gourd Curry, Bottle Gourd Curry, Seer Fish Curry, Prawn Curry, Indian Fish Curry","Red Rice with Bitter Gourd Curry, Bottle Gourd Curry, Seer Fish Curry, Prawn Curry, Indian Fish Curry","Red rice, Bitter gourd,  Coconut milk,  Spices, Bottle gourd,  Chillies, Seer fish,  Coconut milk, Prawn, Fish","40, 50.0, 80.0, 10.0, 50.0, 40.0, 50.0, 50.0, 50.0, 60.0","SLA009, SLD013, SLI005, SLK006, SLD015, SLK002, SLF025,  SLI005, SLF043, SLF034"
Red Rice,"Pol Sambol, Mango Curry, Sweet Corn Curry, Pineapple Pickle, Pumpkin curry","Red Rice with Pol Sambol, Mango Curry, Sweet Corn Curry, Pineapple Pickle, Pumpkin curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Mango,  Spices, Sweet corn,  Coconut milk, Pineapple,  pepper, Pumpkin, curry leaves","40, 95.0, 25.0, 10.0, 3.0, 3.0, 50.0, 10.0, 50.0, 25.0, 50.0, 10.0, 60.0, 5.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLE030, SLK006, SLD037,  SLI005 , SLE041,  SLK018, SLD071, SLK009"
Red Rice,"Devilled Chicken, Carrot Curry, Murunga Curry, Cashew Curry, Cucumber Sambol","Red Rice with Devilled Chicken, Carrot Curry, Murunga Curry, Cashew Curry, Cucumber Sambol","Red rice, Chicken,  Chili,  Curry leaves, Onion, Carrot,  Coconut milk,  Spices, Drumstick,  Coconut milk, Cashew,  Coconut milk, Cucumber,  pepper","40, 50.0, 15.0, 10.0, 20.0, 50.0, 50.0, 15.0, 50.0, 25.0, 50.0, 25.0, 60.0, 5.0","SLA009, SLH006, SLK002, SLK009, SLD060, SLB002, SLI005, SLK006, SLD041, SLI006, SLI004,  SLI005, SLD038,  SLK018"
Red Rice,"Pol Sambol, Drumstick Curry, Leeks Curry, Bitter Leaf Curry, Coconut Sambol","Red Rice with Pol Sambol, Drumstick Curry, Leeks Curry, Bitter Leaf Curry, Coconut Sambol","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Drumstick,  Spices, Leeks,  Coconut milk, Bitter leaves,  Chili","40, 145.0, 25.0, 30.0, 3.0, 3.0, 50.0, 5.0, 50.0, 25.0, 50.0, 15.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLD041, SLK006, SLD055,  SLI005, SLD013,  SLK002"
Red Rice,"Carrot Curry, Bitter Gourd Salad, Ash Plantain Curry, Sinhala Achcharu, Kappa Masala","Red Rice with Carrot Curry, Bitter Gourd Salad, Ash Plantain Curry, Sinhala Achcharu, Kappa Masala","Red rice, Carrot,  Coconut milk,  Spices, Bitter gourd,  Onion, Ash plantain,  Chillies,  onion,  green chillies,  Vinegar, Cassava","40, 80.0, 95.0, 5.0, 50.0, 10.0, 50.0, 10.0, 35.0, 15.0, 10.0, 60.0","SLA009, SLB002, SLI005, SLK006, SLD013, SLI006, SLD005, SLK004, SLD060, SLK002, SLI017, SLI014"
Red Rice,"Jackfruit Curry, Cabbage Mallung, Bitter Gourd Salad, Murunga Curry, Bottle Gourd Curry","Red Rice with Jackfruit Curry, Cabbage Mallung, Bitter Gourd Salad, Murunga Curry, Bottle Gourd Curry","Red rice, Jackfruit,  Coconut milk, curry leaves, Cabbage,  Spices, Bitter gourd,  Onion, Drumstick, Bottle gourd,  Chillies","40, 15.0, 70.0, 5.0, 20.0, 15.0, 50.0, 35.0, 50.0, 50.0, 10.0","SLA009, SLD049, SLI005, SLK009, SLD021, SLK006, SLD013, SLI006, SLD041, SLD015, SLK002"
Red Rice,"Cabbage Mallung, Pineapple Curry, Polos Mallum, Sinhala Achcharu, Ginger Chicken","Red Rice with Cabbage Mallung, Pineapple Curry, Polos Mallum, Sinhala Achcharu, Ginger Chicken","Red rice, Cabbage,  Coconut,  Spices, Pineapple, Jackfruit,  oil, Carrot,  onion,  green chillies,  Vinegar, Chicken,  Ginger","40, 20.0, 65.0, 15.0, 50.0, 50.0, 5.0, 30.0, 35.0, 25.0, 10.0, 50.0, 25.0","SLA009, SLD021, SLI005, SLK006, SLE041, SLE024, SLJ002, SLB002, SLD060, SLK002, SLI017, SLH006, SLK012"
Red Rice,"Fish Ambul Thiyal, Spinach Curry, Chickpea Curry, Carrot curry, Sinhala Achcharu","Red Rice with Fish Ambul Thiyal, Spinach Curry, Chickpea Curry, Carrot curry, Sinhala Achcharu","Red rice, Fish,  Goraka,  Spices, Spinach,  Coconut milk, Chickpea,  Coconut milk,  Chillies, Carrot,  chillies, curry leaves,  onion,  Vinegar","40, 80.0, 10.0, 40.0, 30.0, 40.0, 50.0, 45.0, 10.0, 80.0, 25.0, 5.0, 35.0, 10.0","SLA009, SLF006, SLK005, SLK006, SLI022,  SLI005, SLI013, SLI005, SLK004, SLB002, SLK002, SLK009, SLD060, SLI017"
Red Rice,"Chicken Curry, Bathala Curry, Cabbage Mallung, Okra Curry, Tender Jackfruit Fry","Red Rice with Chicken Curry, Bathala Curry, Cabbage Mallung, Okra Curry, Tender Jackfruit Fry","Red rice, Chicken,  Coconut milk,  Spices, Sweet potato, curry leaves, Cabbage, Okra,  Coconut milk,  Chillies, Jackfruit,  Oil","40, 40.0, 40.0, 15.0, 50.0, 3.0, 20.0, 50.0, 25.0, 10.0, 90.0, 20.0","SLA009, SLH006, SLI005, SLK006, SLB010, SLK009, SLD021, SLD053,  SLI005, SLK002, SLD049, SLJ002"
Red Rice,"Bathala Curry, Bean Curry, Papaya Curry, Soya Meat Curry, Tropical Salad","Red Rice with Bathala Curry, Bean Curry, Papaya Curry, Soya Meat Curry, Tropical Salad","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Beans, Papaya,  Coconut milk,  Spices, Soya meat, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","40, 50.0, 85.0, 35.0, 3.0, 30.0, 50.0, 25.0, 20.0, 50.0, 30.0, 20.0, 30.0, 20.0, 30.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLD006, SLE038, SLI006, SLK004, SLK008, SLD058, SLE001, SLB002, SLE041, SLD038"
Red Rice,"Potato Curry, Bean Curry, Sweet Corn Curry, Sesame Seed Sambol, Prawn Curry","Red Rice with Potato Curry, Bean Curry, Sweet Corn Curry, Sesame Seed Sambol, Prawn Curry","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Beans, Sweet corn,  Coconut milk,  Chillies, Sesame seed,  Onion, Prawn,  Coconut milk","40, 20.0, 70.0, 40.0, 5.0, 2.0, 30.0, 50.0, 25.0, 45.0, 50.0, 10.0, 50.0, 25.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLD006, SLD037,  SLI005 , SLK002, SLI023,  SLD060, SLF043,  SLI005"
Red Rice,"Beetroot Curry, Elumas Curry, Okra Curry, Mango Chutney, Sprats Fry","Red Rice with Beetroot Curry, Elumas Curry, Okra Curry, Mango Chutney, Sprats Fry","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Goat, Okra,  Coconut milk,  Chillies, Mango,  Vinegar,  sugar, Dried fish,  Oil","40, 30.0, 40.0, 10.0, 4.0, 50.0, 50.0, 25.0, 20.0, 40.0, 10.0, 10.0, 40.0, 20.0","SLA009, SLB001, SLI005, SLK006, SLK009, SLH018, SLD053,  SLI005, SLK002, SLE030, SLI017, SLI011, SLF019, SLJ002"
Red Rice,"Elumas Curry, Banana Blossom Curry, Snake Gourd Curry, Fish Cutlets, Simmered Fish Roe","Red Rice with Elumas Curry, Banana Blossom Curry, Snake Gourd Curry, Fish Cutlets, Simmered Fish Roe","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Banana blossom, Snake gourd, Fish,  Potatoes,  Chillies, Fish,  Oil,  flour","40, 50.0, 55.0, 20.0, 2.0, 20.0, 50.0, 30.0, 50.0, 10.0, 70.0, 30.0, 20.0","SLA009, SLH018, SLI005, SLK006, SLK009, SLD065, SLD077, SLF034,  SLB006,  SLK002, SLF054, SLA018, SLH001"
Red Rice,"Pol Sambol, Bean Curry, Polos Mallum, Sprats Fry, Tropical Salad","Red Rice with Pol Sambol, Bean Curry, Polos Mallum, Sprats Fry, Tropical Salad","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Beans,  Spices, Jackfruit,  oil, Dried fish, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","40, 120.0, 15.0, 10.0, 3.0, 3.0, 30.0, 30.0, 50.0, 25.0, 40.0, 30.0, 20.0, 30.0, 20.0, 30.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLD006, SLK006, SLE024, SLJ002, SLF019, SLD058, SLE001, SLB002, SLE041, SLD038"
Red Rice,"Bathala Curry, Sesame Seed Sambol, Ulundu Wade, Vegetable Balls, Coconut Sambol","Red Rice with Bathala Curry, Sesame Seed Sambol, Ulundu Wade, Vegetable Balls, Coconut Sambol","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Sesame seed,  Chili,  Onion, Urad,  flour,  Oil, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper,  Chili,  Onion","40, 50.0, 70.0, 5.0, 3.0, 50.0, 25.0, 10.0, 30.0, 40.0, 20.0, 30.0, 50.0, 10.0, 15.0, 20.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLI023, SLK002,  SLD060, SLI020,  SLA08,  SLJ002, SLB002,  SLD055,  SLD049,  SLK002, SLD060"
Red Rice,"Pineapple Curry, Chickpea Curry, Green Pea Curry, Tapioca Chips, Devilled Beef","Red Rice with Pineapple Curry, Chickpea Curry, Green Pea Curry, Tapioca Chips, Devilled Beef","Red rice, Pineapple,  Coconut milk,  Spices, Chickpea,  Chillies, Green pea,  Coconut milk,  Chillies, Tapioca,  Oil,  Salt, Beef,  Oil","40, 50.0, 50.0, 10.0, 50.0, 10.0, 50.0, 25.0, 15.0, 50.0, 20.0, 10.0, 80.0, 30.0","SLA009, SLE041, SLI005, SLK006, SLI013, SLK004, SLC007,  SLI005, SLK002, SLB011,  SLJ002,  SLK002, SLH016, SLJ002"
Red Rice,"Cashew Curry, Lotus Root Curry, Radish Sambol, Mango Chutney, Maalu Badun","Red Rice with Cashew Curry, Lotus Root Curry, Radish Sambol, Mango Chutney, Maalu Badun","Red rice, Cashew,  Coconut milk,  Chillies, Lotus root, Radish,  Coconut,  pepper, Mango,  Vinegar,  sugar, Fish,  Oil","40, 50.0, 50.0, 20.0, 50.0, 60.0, 30.0, 5.0, 40.0, 10.0, 10.0, 90.0, 15.0","SLA009, SLI004,  SLI005, SLK002, SLB005, SLB007, SLI005, SLK018, SLE030, SLI017, SLI011, SLF035, SLJ002"
Red Rice,"Beetroot Curry, Egg Curry, Capsicum Curry, Tapioca Chips, Seeni Sambol","Red Rice with Beetroot Curry, Egg Curry, Capsicum Curry, Tapioca Chips, Seeni Sambol","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Egg,  Coconut milk,  Chillies, Capsicum, Tapioca,  Oil,  Salt, Onion,  Sugar","40, 30.0, 20.0, 5.0, 2.0, 50.0, 50.0, 25.0, 50.0, 50.0, 20.0, 10.0, 50.0, 5.0","SLA009, SLB001, SLI005, SLK006, SLK009, SLH001,  SLI005, SLK002, SLF045, SLB011,  SLJ002,  SLK002, SLD060, SLI011"
Red Rice,"Ala Badun, Murunga Curry, Papaya Curry, Collard Greens Curry, Vegetable Cutlets","Red Rice with Ala Badun, Murunga Curry, Papaya Curry, Collard Greens Curry, Vegetable Cutlets","Red rice, Potato,  Oil, onion, chilli, Drumstick,  Coconut milk, Papaya,  Spices, Collard greens,  Coconut milk,  Chillies, Carrot,  Potatoes","40, 40.0, 10.0, 30.0, 15.0, 50.0, 50.0, 50.0, 10.0, 50.0, 25.0, 20.0, 30.0, 40.0","SLA009, SLB006, SLJ002, SLD060, SLK006, SLD041, SLI006, SLE038, SLK004, SLI024,  SLI005,  SLK002, SLB002,  SLB006"
Red Rice,"Potato Curry, Bitter Gourd Salad, Capsicum Curry, Vegetable Cutlets, Indian Fish Curry","Red Rice with Potato Curry, Bitter Gourd Salad, Capsicum Curry, Vegetable Cutlets, Indian Fish Curry","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Bitter gourd,  Onion, Capsicum,  Coconut milk,  Chillies, Carrot,  Potatoes,  Chillies, Fish","40, 20.0, 85.0, 10.0, 5.0, 2.0, 50.0, 10.0, 50.0, 25.0, 20.0, 30.0, 40.0, 10.0, 60.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLD013, SLI006, SLF045,  SLI005, SLK002, SLB002,  SLB006,  SLK002, SLF034"
Red Rice,"Thalapath Fish Curry, Bitter Leaf Curry, Mint Sambol, Kiri Hodi, Ginger Chicken","Red Rice with Thalapath Fish Curry, Bitter Leaf Curry, Mint Sambol, Kiri Hodi, Ginger Chicken","Red rice, Thalapath fish,  Coconut milk,  Spices, Bitter leaves,  Chillies, Mint,  Coconut,  pepper, Chicken,  Ginger","40, 50.0, 110.0, 10.0, 50.0, 20.0, 60.0, 30.0, 5.0, 50.0, 25.0","SLA009, SLF019, SLI005, SLK006, SLD013, SLK002, SLI020,  SLI005, SLK018, SLH006, SLK012"
Red Rice,"Carrot Curry, Pumpkin Leaves Curry, Vegetable Cutlets, Carrot curry, Polos Ambula","Red Rice with Carrot Curry, Pumpkin Leaves Curry, Vegetable Cutlets, Carrot curry, Polos Ambula","Red rice, Carrot,  Coconut milk,  Spices, Pumpkin leaves,  Coconut milk,  Chillies,  Potatoes,  Chillies, curry leaves, Jackfruit","40, 130.0, 70.0, 5.0, 50.0, 25.0, 30.0, 40.0, 10.0, 15.0, 80.0","SLA009, SLB002, SLI005, SLK006, SLI026,  SLI005, SLK002,  SLB006,  SLK002, SLK009, SLD049"
Red Rice,"Fish Ambul Thiyal, Jackfruit Curry, Papaya Curry, Green Pea Curry, Devilled Beef","Red Rice with Fish Ambul Thiyal, Jackfruit Curry, Papaya Curry, Green Pea Curry, Devilled Beef","Red rice, Fish,  Goraka,  Spices, Jackfruit,  Coconut milk, curry leaves, Papaya,  Coconut milk,  Spices, Green pea,  Coconut milk,  Chillies, Beef,  Oil","40, 80.0, 10.0, 10.0, 15.0, 10.0, 5.0, 50.0, 25.0, 10.0, 50.0, 25.0, 15.0, 80.0, 30.0","SLA009, SLF006, SLK005, SLK006, SLD049, SLI005, SLK009, SLE038, SLI006, SLK004, SLC007,  SLI005, SLK002, SLH016, SLJ002"
Red Rice,"Dhal Curry, Malu Mirisata, Bitter Gourd Salad, Green Gram Curry, Tropical Salad","Red Rice with Dhal Curry, Malu Mirisata, Bitter Gourd Salad, Green Gram Curry, Tropical Salad","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Fish,  Chili,  curry leaves, Bitter gourd,  Onion, Green gram, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","40, 80.0, 60.0, 15.0, 5.0, 50.0, 10.0, 3.0, 50.0, 10.0, 50.0, 30.0, 20.0, 30.0, 20.0, 30.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLF013, SLK002, SLK009, SLD013, SLI006, SLC006, SLD058, SLE001, SLB002, SLE041, SLD038"
Red Rice,"Gotu Kola Sambol, Carrot Curry, Bitter Gourd Curry, Ash Plantain Curry, Beef Curry","Red Rice with Gotu Kola Sambol, Carrot Curry, Bitter Gourd Curry, Ash Plantain Curry, Beef Curry","Red rice, Gotu Kola,  Coconut,  Onion, Carrot,  Spices, Bitter gourd, Ash plantain,  Chillies, Beef,  Coconut milk,  Chillies","40, 10.0, 85.0, 15.0, 50.0, 15.0, 50.0, 50.0, 10.0, 60.0, 25.0, 10.0","SLA009, SLD048, SLI005, SLD060, SLB002, SLK006, SLD013, SLD005, SLK004, SLH016,  SLI005, SLK002"
Red Rice,"Fish Curry, Soya Meat Curry, Lotus Root Curry, Green Pea Curry, Murukku","Red Rice with Fish Curry, Soya Meat Curry, Lotus Root Curry, Green Pea Curry, Murukku","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Soya meat,  Chillies, Lotus root,  Coconut milk,  Chillies, Green pea, flour,  Chillies","40, 50.0, 45.0, 3.0, 2.0, 50.0, 10.0, 50.0, 50.0, 20.0, 50.0, 50.0, 20.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLK008, SLK004, SLB005,  SLI005, SLK002, SLC007, SLA08,  SLK002"
Chicken Fried Rice,"Devilled Fish, Ala Badun, Tapioca Chips","Chicken Fried Rice with Devilled Fish, Ala Badun, Tapioca Chips","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Fish,  Chili, Potato,  Oil, Tapioca,  Oil,  Salt","100, 50, 70.0, 20, 5, 10.0, 50.0, 5.0, 5.0, 40.0, 10.0, 50.0, 20.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLF006, SLK002, SLK009, SLB006, SLJ002, SLB011,  SLJ002,  SLK002"
Chicken Fried Rice,"Ginger Chicken, Fish Cutlets, potatoe cheese Balls","Chicken Fried Rice with Ginger Chicken, Fish Cutlets, potatoe cheese Balls","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves,  Ginger,  Chillies, Fish,  Potatoes,  Chillies, cheese,  pepper","100, 100.0, 20, 20, 5, 5, 25.0, 10.0, 30.0, 110.0, 10.0, 30.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLK012, SLK002, SLF034,  SLB006,  SLK002, SLG002,  SLK018"
Chicken Fried Rice,"Green Pea Curry, Vegetable Balls, Ginger Chicken","Chicken Fried Rice with Green Pea Curry, Vegetable Balls, Ginger Chicken","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Green pea,  Coconut milk,  Chillies,  leeks,  Jackfruit,  Potatoes,  pepper,  Ginger","100, 100.0, 20, 50.0, 5, 5, 50.0, 25.0, 20.0, 50.0, 10.0, 25.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLC007,  SLI005, SLK002,  SLD055,  SLD049, SLK012"
Chicken Fried Rice,"Chicken Curry, Green Pea Curry, Fish Cutlets","Chicken Fried Rice with Chicken Curry, Green Pea Curry, Fish Cutlets","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves,  Coconut milk, Green pea,  Coconut milk,  Chillies, Fish,  Potatoes,  Chillies","100, 90.0, 20, 20, 5, 10.0, 10.0, 50.0, 25.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLI005, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002"
Chicken Fried Rice,"Devilled Chicken, Ala Badun, Green Pea Curry","Chicken Fried Rice with Devilled Chicken, Ala Badun, Green Pea Curry","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves,  Chili, Potato,  Oil, Green pea,  Coconut milk","100, 100.0, 70.0, 20, 5, 10.0, 15.0, 10.0, 40.0, 10.0, 50.0, 25.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLK002, SLK009, SLB006, SLJ002, SLC007,  SLI005"
Chicken Fried Rice,"Devilled Fish, Tapioca Chips, Vegetable Balls","Chicken Fried Rice with Devilled Fish, Tapioca Chips, Vegetable Balls","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Fish,  Chili, Tapioca,  Oil,  Salt,  leeks,  Jackfruit,  Potatoes,  pepper","100, 50, 40.0, 50.0, 5, 5, 50.0, 5.0, 5.0, 50.0, 20.0, 10.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLF006, SLK002, SLK009, SLB011,  SLJ002,  SLK002,  SLD055,  SLD049"
Chicken Fried Rice,"Ginger Chicken, Vegetable Cutlets, potatoe cheese Balls","Chicken Fried Rice with Ginger Chicken, Vegetable Cutlets, potatoe cheese Balls","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves,  Ginger,  Chillies,  Potatoes,  Chillies, cheese,  pepper","100, 100.0, 20, 50.0, 5, 5, 25.0, 10.0, 100.0, 10.0, 30.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLK012, SLK002,  SLB006,  SLK002, SLG002,  SLK018"
Chicken Fried Rice,"Devilled Fish, Ala Badun, Green Pea Curry","Chicken Fried Rice with Devilled Fish, Ala Badun, Green Pea Curry","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Fish,  Chili, Potato,  Oil, Green pea,  Coconut milk","100, 50, 70.0, 20, 5, 10.0, 50.0, 15.0, 5.0, 40.0, 10.0, 50.0, 25.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLF006, SLK002, SLK009, SLB006, SLJ002, SLC007,  SLI005"
Chicken Fried Rice,"Chicken Curry, Green Pea Curry, Ginger Chicken","Chicken Fried Rice with Chicken Curry, Green Pea Curry, Ginger Chicken","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves,  Coconut milk, Green pea,  Coconut milk,  Chillies,  Ginger","100, 140.0, 20, 20, 5, 10.0, 10.0, 50.0, 25.0, 20.0, 25.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLI005, SLC007,  SLI005, SLK002, SLK012"
Chicken Fried Rice,"Wambatu Moju, Vegetable Cutlets, Vegetable Balls","Chicken Fried Rice with Wambatu Moju, Vegetable Cutlets, Vegetable Balls","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Eggplant,  Vinegar, tomato sause,  Potatoes,  Chillies,  leeks,  Jackfruit,  pepper","100, 50, 25.0, 80.0, 5, 5, 20.0, 0.5, 5.0, 40.0, 10.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLD019, SLI017, ,  SLB006,  SLK002,  SLD055,  SLD049"
Chicken Fried Rice,"Chicken Curry, Chicken Curry, Vegetable Cutlets","Chicken Fried Rice with Chicken Curry, Chicken Curry, Vegetable Cutlets","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves,  Coconut milk,  Potatoes,  Chillies","100, 130.0, 20, 50.0, 5, 15.0, 20.0, 40.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLI005,  SLB006,  SLK002"
Chicken Fried Rice,"Green Pea Curry, Ginger Chicken, Tapioca Chips","Chicken Fried Rice with Green Pea Curry, Ginger Chicken, Tapioca Chips","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Green pea,  Coconut milk,  Chillies,  Ginger, Tapioca,  Oil,  Salt","100, 100.0, 20, 20, 5, 5, 50.0, 25.0, 20.0, 25.0, 50.0, 20.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLC007,  SLI005, SLK002, SLK012, SLB011,  SLJ002,  SLK002"
Chicken Fried Rice,"Fish Cutlets, Tapioca Chips, Ginger Chicken","Chicken Fried Rice with Fish Cutlets, Tapioca Chips, Ginger Chicken","Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Fish,  Potatoes,  Chillies, Tapioca,  Oil,  Ginger,  Chillies","100, 100.0, 20, 20, 5, 5, 30.0, 50.0, 20.0, 50.0, 20.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLF034,  SLB006,  SLK002, SLB011,  SLJ002, SLK012, SLK002"
